id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
12129,"Wakulla County, Florida",21604,34658,18841,29546,34683,39944,55344
12131,"Walton County, Florida",40907,27163,18154,20934,27188,46870,45011
12133,"Washington County, Florida",17366,27300,21201,25191,26348,34831,51500
13001,"Appling County, Georgia",12235,29852,19570,29382,27824,36392,63929
13003,"Atkinson County, Georgia",5182,22569,16425,24667,29087,30882,73289
13005,"Bacon County, Georgia",7418,27454,24240,24290,27042,39429,60078
13007,"Baker County, Georgia",2159,29730,19155,35114,28269,29342,55221
13009,"Baldwin County, Georgia",27864,28290,16201,23813,27116,39081,53447
13011,"Banks County, Georgia",12251,31873,24839,32852,30927,43292,52222
13013,"Barrow County, Georgia",44770,34388,21584,31371,35797,46567,53843
13015,"Bartow County, Georgia",65320,32094,20457,29427,32270,46136,54548
13017,"Ben Hill County, Georgia",11106,24891,21629,23990,22767,50179,42798
13019,"Berrien County, Georgia",12814,27733,13630,25269,29761,44688,51824
13021,"Bibb County, Georgia",99362,29430,14935,23145,28911,43498,62186
13023,"Bleckley County, Georgia",7866,29466,25359,24962,31174,47425,67232
13025,"Brantley County, Georgia",12040,29188,26184,26678,29692,33950,45864
13027,"Brooks County, Georgia",10814,25637,23063,25602,23969,36379,46435
13029,"Bryan County, Georgia",19817,38352,23594,30347,35619,51442,58955
13031,"Bulloch County, Georgia",37092,30330,16811,23046,29128,39086,56405
13033,"Burke County, Georgia",14598,30066,22159,27278,26865,33560,61793
13035,"Butts County, Georgia",15989,31692,15605,28851,36728,52353,57143
13037,"Calhoun County, Georgia",4530,23496,13087,22068,24160,40568,61607
13039,"Camden County, Georgia",30772,33824,16452,27423,34235,41916,55848
13043,"Candler County, Georgia",7047,24351,15359,22440,26413,50775,51912
13045,"Carroll County, Georgia",68342,32306,17465,28075,34774,44321,56801
13047,"Catoosa County, Georgia",43408,30684,20903,26741,33503,47055,53383
13049,"Charlton County, Georgia",9356,22330,7268,22738,26507,36094,52950
13051,"Chatham County, Georgia",175502,32323,17241,25175,30921,45935,53154
13053,"Chattahoochee County, Georgia",5576,37227,16741,31161,38404,43317,71875
13055,"Chattooga County, Georgia",17737,27644,21655,27164,31257,44456,58750
13057,"Cherokee County, Georgia",141937,40596,18908,29931,38623,56183,65705
13059,"Clarke County, Georgia",62513,28128,16610,22958,26658,33519,48171
13061,"Clay County, Georgia",2059,18281,12422,18826,18258,14643,47813
13063,"Clayton County, Georgia",159192,28558,17578,25637,31033,40049,52242
13065,"Clinch County, Georgia",4353,29914,22604,28083,22179,41157,53446
13067,"Cobb County, Georgia",457919,41348,17511,26087,33793,54552,68166
13069,"Coffee County, Georgia",27156,26921,18145,24196,30053,41065,50431
13071,"Colquitt County, Georgia",28888,24140,17246,21378,25802,38899,54314
13073,"Columbia County, Georgia",82773,41991,17705,28671,37446,56904,68938
13075,"Cook County, Georgia",11149,26420,22717,22214,25895,41009,52871
13077,"Coweta County, Georgia",84408,39399,21688,29670,39593,57201,60772
13079,"Crawford County, Georgia",8731,31582,24167,28622,30899,56953,54400
13081,"Crisp County, Georgia",15404,25160,11763,24007,23357,38250,45481
13083,"Dade County, Georgia",11039,28391,21161,26358,24782,41738,60192
13085,"Dawson County, Georgia",15517,33242,18327,28736,32221,47891,70212
13087,"Decatur County, Georgia",18112,26029,19896,24884,25682,42393,47750
13089,"DeKalb County, Georgia",464849,36078,16423,24447,31549,50672,66679
13091,"Dodge County, Georgia",14501,31153,18925,28061,30550,48438,65114
13093,"Dooly County, Georgia",10140,26796,20530,25417,28005,35203,46875
13095,"Dougherty County, Georgia",58142,25269,15633,21723,25434,37005,50700
13097,"Douglas County, Georgia",84567,35820,20329,30671,34168,47515,57825
13099,"Early County, Georgia",7036,25628,17017,23300,25151,34671,54250
13101,"Echols County, Georgia",2418,24390,11060,24901,33306,47083,42404
13103,"Effingham County, Georgia",33615,38293,20099,32381,39079,54601,55130
13105,"Elbert County, Georgia",13661,25886,18821,25103,30442,46269,53463
13107,"Emanuel County, Georgia",14738,25923,20258,22054,27351,36411,57371
13109,"Evans County, Georgia",7064,28314,13420,27224,28614,41542,53824
13111,"Fannin County, Georgia",17737,25168,14918,21651,31433,40801,62361
13113,"Fayette County, Georgia",71449,44961,21172,30588,37285,58131,75229
13115,"Floyd County, Georgia",62996,28994,16740,26299,29982,41907,56303
13117,"Forsyth County, Georgia",116454,47761,16912,26274,39122,68954,81330
13119,"Franklin County, Georgia",15083,27627,22119,24084,30960,43535,57796
13121,"Fulton County, Georgia",622408,42023,17185,24559,31291,54928,75183
13123,"Gilmer County, Georgia",20182,24278,18598,21472,28423,35676,49947
13125,"Glascock County, Georgia",2088,27110,18409,25401,30641,32813,48409
13127,"Glynn County, Georgia",54359,30291,17098,27193,29370,41585,56446
13129,"Gordon County, Georgia",35715,29777,21807,28143,31726,42603,53787
13131,"Grady County, Georgia",16545,27641,17086,24279,29526,41107,53971
13133,"Greene County, Georgia",11774,26523,21406,21838,27920,52813,47614
13135,"Gwinnett County, Georgia",516632,35704,18464,26712,34583,50357,63038
13137,"Habersham County, Georgia",29055,27639,17070,25913,27151,44620,49941
13139,"Hall County, Georgia",115478,31062,20186,27240,32721,47609,61702
13141,"Hancock County, Georgia",6557,21514,19135,20467,22130,28984,36000
13143,"Haralson County, Georgia",18988,31685,21956,27892,31210,43521,58025
13145,"Harris County, Georgia",22311,39453,26541,29026,35986,63393,67351
13147,"Hart County, Georgia",17577,27174,16595,25808,25653,51743,58856
13149,"Heard County, Georgia",7791,31505,20901,30033,36908,39508,50278
13151,"Henry County, Georgia",129349,38767,23329,31489,37228,50732,63056
13153,"Houston County, Georgia",91340,35785,18923,25921,36495,49820,64711
13155,"Irwin County, Georgia",6572,27368,15767,31129,25829,51734,57931
13157,"Jackson County, Georgia",39851,34296,21237,30902,36794,47744,51530
13159,"Jasper County, Georgia",9284,28497,21681,26624,32238,37230,43616
13161,"Jeff Davis County, Georgia",9575,29648,23939,30098,29133,48490,46667
13163,"Jefferson County, Georgia",10892,26782,15547,27927,26441,41250,52500
13165,"Jenkins County, Georgia",5800,22011,7398,18692,24879,55690,54028
13167,"Johnson County, Georgia",6960,26690,20707,22434,29028,41360,54875
13169,"Jones County, Georgia",18927,32575,22283,29415,34736,36297,63551
13171,"Lamar County, Georgia",11607,30496,15625,26942,32027,43190,54643
13173,"Lanier County, Georgia",6607,29839,18793,26076,34637,35552,52222
13175,"Laurens County, Georgia",31812,30265,20412,26482,30989,43915,54330
13177,"Lee County, Georgia",18431,37929,19878,28969,37552,54702,55799
13179,"Liberty County, Georgia",35977,32260,16098,28113,31648,42343,55742
13181,"Lincoln County, Georgia",5582,28833,16625,25908,32782,50250,66776
13183,"Long County, Georgia",8892,30769,15507,29670,32969,48514,71105
13185,"Lowndes County, Georgia",63501,29151,15321,24757,28768,40091,55091
13187,"Lumpkin County, Georgia",19064,30893,17296,27804,30989,32186,55471
13189,"McDuffie County, Georgia",14234,25902,21239,25677,25732,45921,37969
13191,"McIntosh County, Georgia",9772,28009,27982,31625,19403,39819,38696
13193,"Macon County, Georgia",9735,22950,18829,21234,23387,33487,49107
13195,"Madison County, Georgia",19104,30114,21589,27571,31128,41078,46535
13197,"Marion County, Georgia",5986,25743,20633,23535,30156,37614,52807
13199,"Meriwether County, Georgia",14849,27301,23206,29114,26957,34583,30156
13201,"Miller County, Georgia",4126,28207,26750,23056,31415,33359,70000
13205,"Mitchell County, Georgia",15528,27080,17366,23872,31412,45230,49732
13207,"Monroe County, Georgia",18374,32020,16625,26673,35379,50400,51402
13209,"Montgomery County, Georgia",5907,27754,15931,26761,22472,32604,49500
13211,"Morgan County, Georgia",12244,30595,23276,25625,26040,66576,56133
13213,"Murray County, Georgia",25580,28287,22172,27021,30930,48349,54167
13215,"Muscogee County, Georgia",122581,30438,15959,23923,29734,43234,61366
13217,"Newton County, Georgia",62842,33123,20590,30758,31516,44637,53097
13219,"Oconee County, Georgia",21585,42127,20656,27767,34146,50912,64919
13221,"Oglethorpe County, Georgia",10055,32795,22739,29286,32756,39883,57205
13223,"Paulding County, Georgia",89520,39128,22216,34304,37868,47519,57532
13225,"Peach County, Georgia",16426,30735,16914,23990,29603,50114,64803
13227,"Pickens County, Georgia",20995,32107,20500,30508,33469,47844,55640
13229,"Pierce County, Georgia",12287,29250,21545,28158,29153,42278,43750
13231,"Pike County, Georgia",11696,33417,22750,30477,32701,45153,62361
13233,"Polk County, Georgia",26632,28462,18947,26829,30791,33625,59280
13235,"Pulaski County, Georgia",8692,27765,15023,27874,30053,34367,62414
13237,"Putnam County, Georgia",15216,29027,13981,27714,28394,51075,58289
13239,"Quitman County, Georgia",1578,26216,17000,26944,25848,73438,73438
13241,"Rabun County, Georgia",11958,22106,15062,16891,22722,44712,46875
13243,"Randolph County, Georgia",5302,24133,23322,23819,19422,24710,46883
13245,"Richmond County, Georgia",127702,28019,16274,22433,29351,43661,51813
13247,"Rockdale County, Georgia",55071,34517,19519,27980,33214,45798,57330
13249,"Schley County, Georgia",3307,26767,24402,24121,31938,45884,42083
13251,"Screven County, Georgia",9587,29295,23462,24416,29490,40519,65703
13253,"Seminole County, Georgia",6022,27965,18973,25406,25814,42222,58043
13255,"Spalding County, Georgia",42313,30017,21372,26310,31224,47857,55600
13257,"Stephens County, Georgia",17246,27808,15977,25765,27280,44264,53893
13259,"Stewart County, Georgia",4318,20797,12021,22110,29883,38167,50750
13261,"Sumter County, Georgia",19782,25126,16491,20255,27512,39287,52692
13263,"Talbot County, Georgia",4734,26553,18784,22962,32083,39103,39028
13265,"Taliaferro County, Georgia",1227,23103,17604,23125,30500,30714,34167
13267,"Tattnall County, Georgia",17217,25913,14696,21789,27200,50833,45029
13269,"Taylor County, Georgia",5758,22763,12398,22137,26396,19970,62143
13271,"Telfair County, Georgia",11926,26327,15439,23826,31366,38347,41367
13273,"Terrell County, Georgia",6044,26016,16335,28460,26114,35804,66250
13275,"Thomas County, Georgia",30016,28305,14682,25359,29272,40210,56062
13277,"Tift County, Georgia",25192,28651,16676,21544,31020,44637,53838
13279,"Toombs County, Georgia",17140,29417,22130,22657,33307,42575,50769
13281,"Towns County, Georgia",7806,20408,16432,18235,21620,20000,41250
13283,"Treutlen County, Georgia",4503,27106,17045,29737,20854,39286,51161
13285,"Troup County, Georgia",43076,30616,20599,27523,29182,44563,57309
13287,"Turner County, Georgia",5671,27403,18103,25823,31065,50357,68625
13289,"Twiggs County, Georgia",6189,35793,20595,34236,34167,56103,69323
13291,"Union County, Georgia",16322,22525,14252,20076,25896,37682,56094
13293,"Upson County, Georgia",18286,25357,13333,24662,27489,39837,50750
13295,"Walker County, Georgia",47272,28957,19049,26931,30349,41542,58309
13297,"Walton County, Georgia",55068,33618,21800,26909,35720,47106,57735
13299,"Ware County, Georgia",24039,30013,21849,25173,30690,37015,60678
13301,"Warren County, Georgia",3914,26891,17067,27245,29231,41938,66346
13303,"Washington County, Georgia",14110,28705,22063,27477,27355,42409,47379
13305,"Wayne County, Georgia",20334,25250,16218,20788,27198,48454,51000
13307,"Webster County, Georgia",1865,29472,13388,29321,30000,42708,41477
13309,"Wheeler County, Georgia",5863,28585,12162,27216,25417,40250,53442
13311,"White County, Georgia",18959,29634,28197,25721,30012,39183,57401
13313,"Whitfield County, Georgia",63755,26929,21101,25659,31070,43835,53166
13315,"Wilcox County, Georgia",6553,25655,14353,24884,27951,36719,46705
13317,"Wilkes County, Georgia",7242,25576,16900,20744,25130,47872,53021
13319,"Wilkinson County, Georgia",6380,29755,26500,27886,26636,48864,51207
13321,"Worth County, Georgia",14457,27436,16875,27170,38064,48878,56641
15001,"Hawaii County, Hawaii",129217,30673,18503,26383,30460,41502,52741
15003,"Honolulu County, Hawaii",652380,39511,21782,30916,37875,47870,63621
15005,"Kalawao County, Hawaii",65,43438,24375,6250,44688,58438,54167
15007,"Kauai County, Hawaii",47624,33121,20847,30147,33610,41297,50719
15009,"Maui County, Hawaii",108931,33314,25883,30685,32409,41367,52015
16001,"Ada County, Idaho",261000,33991,18526,25552,30441,43967,63459
16003,"Adams County, Idaho",2980,20962,13333,17969,14926,43438,42361
16005,"Bannock County, Idaho",50594,29234,15945,23346,27450,34778,55025
16007,"Bear Lake County, Idaho",3955,26821,20481,25979,24191,38750,51719
16009,"Benewah County, Idaho",6421,27312,14743,26611,29375,30625,27406
16011,"Bingham County, Idaho",26826,28343,20797,22555,30562,40082,60246
16013,"Blaine County, Idaho",14910,33566,26887,32793,31267,41442,54971
16015,"Boise County, Idaho",5164,30787,18285,25879,27543,46280,72969
16017,"Bonner County, Idaho",29617,26759,17882,25208,25618,33266,49583
16019,"Bonneville County, Idaho",63505,30564,18227,22982,28378,42351,79039
16021,"Boundary County, Idaho",7507,24371,14191,22526,23729,38720,62997
16023,"Butte County, Idaho",1847,23779,50250,24167,18083,47625,30833
16025,"Camas County, Idaho",878,25036,18125,19700,26683,31719,41500
16027,"Canyon County, Idaho",114317,26382,20008,22750,26949,35472,56626
16029,"Caribou County, Idaho",4458,35090,21033,25333,35123,45521,64735
16031,"Cassia County, Idaho",13520,25806,21238,24399,25785,33792,56677
16033,"Clark County, Idaho",481,24183,23250,22981,32656,14500,20156
16035,"Clearwater County, Idaho",6647,24987,14773,21911,20361,43421,63036
16037,"Custer County, Idaho",3249,28142,15430,26322,21905,53393,53750
16039,"Elmore County, Idaho",15832,28427,19636,22908,32773,33065,56121
16041,"Franklin County, Idaho",7369,28058,25370,26487,29960,27891,55556
16043,"Fremont County, Idaho",8183,27435,12955,27941,25608,41786,46250
16045,"Gem County, Idaho",11615,26306,13648,26116,26862,36222,45583
16047,"Gooding County, Idaho",9547,25879,23507,26255,23817,35962,43108
16049,"Idaho County, Idaho",11872,24702,13109,23978,21772,37643,44837
16051,"Jefferson County, Idaho",15028,30112,19509,25224,30786,38388,57381
16053,"Jerome County, Idaho",13320,26782,25510,25124,24336,39928,54231
16055,"Kootenai County, Idaho",94378,30246,22616,26012,27728,40859,53792
16057,"Latah County, Idaho",21020,31617,25250,29131,27823,31126,49040
16059,"Lemhi County, Idaho",5930,22332,9232,20273,22389,27273,38750
16061,"Lewis County, Idaho",2786,24050,16250,17905,24009,42120,48333
16063,"Lincoln County, Idaho",3097,23173,19219,23944,22391,43403,31250
16065,"Madison County, Idaho",14932,21949,24725,24084,15359,25215,82031
16067,"Minidoka County, Idaho",12556,26375,18725,27945,26647,34125,51890
16069,"Nez Perce County, Idaho",27091,31090,16671,26908,30966,36495,51875
16071,"Oneida County, Idaho",2738,25819,13750,29057,21305,48984,55125
16073,"Owyhee County, Idaho",7255,25174,19193,24522,27872,36429,41938
16075,"Payette County, Idaho",14422,26660,16301,23544,25784,42098,50781
16077,"Power County, Idaho",4690,27106,17862,27349,29392,34519,53269
16079,"Shoshone County, Idaho",9273,25113,14417,25144,24643,33438,46010
16081,"Teton County, Idaho",6529,31016,17085,18418,31976,42383,43654
16083,"Twin Falls County, Idaho",49299,28146,20812,25393,26621,40658,52735
16085,"Valley County, Idaho",7169,27800,31609,20410,26337,30054,56667
16087,"Washington County, Idaho",7139,23745,16778,19375,27931,35741,59769
17001,"Adams County, Illinois",45892,31315,22521,27403,31231,38821,50145
17003,"Alexander County, Illinois",5368,21557,17232,22426,20682,40700,32019
17005,"Bond County, Illinois",11537,28781,17414,29328,27509,32048,38553
